name	kind	paramMin	varargs	origin	originLine	decl
FileRemove	function	1	0	raylib.h	1145	I int FileRemove(const char *fileName); // Remove file (if exists), returns 0 on success
FileRename	function	2	0	raylib.h	1144	I int FileRename(const char *fileName, const char *fileRename); // Rename file (if exists), returns 0 on success
FileTextFindIndex	function	2	0	raylib.h	1149	I int FileTextFindIndex(const char *fileName, const char *search); // Find text in existing file, returns -1 if index not found or index otherwise
FileTextReplace	function	3	0	raylib.h	1148	I int FileTextReplace(const char *fileName, const char *search, const char *replacement); // Replace text in an existing file, returns 0 on success
FloatEquals	function	2	0	raymath.h	259	I int FloatEquals(float x, float y)
Font	typedef_struct	-1	0	raylib.h	317	t Font {
FontType	typedef_enum	-1	0	raylib.h	910	m {
GamepadAxis	typedef_enum	-1	0	raylib.h	760	m {
GamepadButton	typedef_enum	-1	0	raylib.h	738	m {
GenImageCellular	function	3	0	raylib.h	1376	I Image GenImageCellular(int width, int height, int tileSize); // Generate image: cellular algorithm, bigger tileSize means bigger cells
GenImageChecked	function	6	0	raylib.h	1373	I Image GenImageChecked(int width, int height, int checksX, int checksY, Color col1, Color col2); // Generate image: checked
GenImageColor	function	3	0	raylib.h	1369	I Image GenImageColor(int width, int height, Color color); // Generate image: plain color
GenImageFontAtlas	function	6	0	raylib.h	1500	I Image GenImageFontAtlas(const GlyphInfo *glyphs, Rectangle **glyphRecs, int glyphCount, int fontSize, int padding, int packMethod); // Generate image font atlas using chars info
GenImageGradientLinear	function	5	0	raylib.h	1370	I Image GenImageGradientLinear(int width, int height, int direction, Color start, Color end); // Generate image: linear gradient, direction in degrees [0..360], 0=Vertical gradient
GenImageGradientRadial	function	5	0	raylib.h	1371	I Image GenImageGradientRadial(int width, int height, float density, Color inner, Color outer); // Generate image: radial gradient
GenImageGradientSquare	function	5	0	raylib.h	1372	I Image GenImageGradientSquare(int width, int height, float density, Color inner, Color outer); // Generate image: square gradient
GenImagePerlinNoise	function	5	0	raylib.h	1375	I Image GenImagePerlinNoise(int width, int height, int offsetX, int offsetY, float scale); // Generate image: perlin noise
GenImageText	function	3	0	raylib.h	1377	I Image GenImageText(int width, int height, const char *text); // Generate image: grayscale image from text data
GenImageWhiteNoise	function	3	0	raylib.h	1374	I Image GenImageWhiteNoise(int width, int height, float factor); // Generate image: white noise
GenMeshCone	function	3	0	raylib.h	1629	I Mesh GenMeshCone(float radius, float height, int slices); // Generate cone/pyramid mesh
GenMeshCube	function	3	0	raylib.h	1625	I Mesh GenMeshCube(float width, float height, float length); // Generate cuboid mesh
GenMeshCubicmap	function	2	0	raylib.h	1633	I Mesh GenMeshCubicmap(Image cubicmap, Vector3 cubeSize); // Generate cubes-based map mesh from image data
GenMeshCylinder	function	3	0	raylib.h	1628	I Mesh GenMeshCylinder(float radius, float height, int slices); // Generate cylinder mesh
GenMeshHeightmap	function	2	0	raylib.h	1632	I Mesh GenMeshHeightmap(Image heightmap, Vector3 size); // Generate heightmap mesh from image data
GenMeshHemiSphere	function	3	0	raylib.h	1627	I Mesh GenMeshHemiSphere(float radius, int rings, int slices); // Generate half-sphere mesh (no bottom cap)
GenMeshKnot	function	4	0	raylib.h	1631	I Mesh GenMeshKnot(float radius, float size, int radSeg, int sides); // Generate trefoil knot mesh
GenMeshPlane	function	4	0	raylib.h	1624	I Mesh GenMeshPlane(float width, float length, int resX, int resZ); // Generate plane mesh (with subdivisions)
GenMeshPoly	function	2	0	raylib.h	1623	I Mesh GenMeshPoly(int sides, float radius); // Generate polygonal mesh
GenMeshSphere	function	3	0	raylib.h	1626	I Mesh GenMeshSphere(float radius, int rings, int slices); // Generate sphere mesh (standard sphere)
GenMeshTangents	function	1	0	raylib.h	1618	I void GenMeshTangents(Mesh *mesh); // Compute mesh tangents
GenMeshTorus	function	4	0	raylib.h	1630	I Mesh GenMeshTorus(float radius, float size, int radSeg, int sides); // Generate torus mesh
GenTextureMipmaps	function	1	0	raylib.h	1457	I void GenTextureMipmaps(Texture2D *texture); // Generate GPU mipmaps for a texture
Gesture	typedef_enum	-1	0	raylib.h	930	m {
GestureEvent	typedef_struct	-1	0	rgestures.h	106	t {
GesturesData	typedef_struct	-1	0	rgestures.h	198	t {
GetApplicationDirectory	function	0	0	raylib.h	1161	I const char *GetApplicationDirectory(void); // Get the directory of the running application (uses static string)
GetCameraForward	function	1	0	rcamera.h	141	I Vector3 GetCameraForward(Camera *camera);
GetCameraMatrix	function	1	0	raylib.h	1090	I Matrix GetCameraMatrix(Camera camera); // Get camera transform matrix (view matrix)
GetCameraMatrix2D	function	1	0	raylib.h	1091	I Matrix GetCameraMatrix2D(Camera2D camera); // Get camera 2d transform matrix
GetCameraProjectionMatrix	function	2	0	rcamera.h	157	I Matrix GetCameraProjectionMatrix(Camera *camera, float aspect);
GetCameraRight	function	1	0	rcamera.h	143	I Vector3 GetCameraRight(Camera *camera);
GetCameraUp	function	1	0	rcamera.h	142	I Vector3 GetCameraUp(Camera *camera);
GetCameraViewMatrix	function	1	0	rcamera.h	156	I Matrix GetCameraViewMatrix(Camera *camera);
GetCharPressed	function	0	0	raylib.h	1206	I int GetCharPressed(void); // Get char pressed (unicode), call it multiple times for chars queued, returns 0 when the queue is empty
GetClipboardImage	function	0	0	raylib.h	1034	I Image GetClipboardImage(void); // Get clipboard image content
GetClipboardText	function	0	0	raylib.h	1033	I const char *GetClipboardText(void); // Get clipboard text content
GetCodepoint	function	2	0	raylib.h	1528	I int GetCodepoint(const char *text, int *codepointSize); // Get next codepoint in a UTF-8 encoded string, 0x3f('?') is returned on failure
GetCodepointCount	function	1	0	raylib.h	1527	I int GetCodepointCount(const char *text); // Get total number of codepoints in a UTF-8 encoded string
GetCodepointNext	function	2	0	raylib.h	1529	I int GetCodepointNext(const char *text, int *codepointSize); // Get next codepoint in a UTF-8 encoded string, 0x3f('?') is returned on failure
GetCodepointPrevious	function	2	0	raylib.h	1530	I int GetCodepointPrevious(const char *text, int *codepointSize); // Get previous codepoint in a UTF-8 encoded string, 0x3f('?') is returned on failure
GetCollisionRec	function	2	0	raylib.h	1347	I Rectangle GetCollisionRec(Rectangle rec1, Rectangle rec2); // Get collision rectangle for two rectangles collision
GetColor	function	1	0	raylib.h	1483	I Color GetColor(unsigned int hexValue); // Get Color structure from hexadecimal value
GetCurrentMonitor	function	0	0	raylib.h	1022	I int GetCurrentMonitor(void); // Get current monitor where window is placed
GetDirectoryFileCount	function	1	0	raylib.h	1172	I unsigned int GetDirectoryFileCount(const char *dirPath); // Get the file count in a directory
GetDirectoryFileCountEx	function	3	0	raylib.h	1173	I unsigned int GetDirectoryFileCountEx(const char *basePath, const char *filter, bool scanSubdirs); // Get the file count in a directory with extension filtering and recursive directory scan. Use 'DIR' in the filter string to include directories in the result
GetDirectoryPath	function	1	0	raylib.h	1158	I const char *GetDirectoryPath(const char *filePath); // Get full path for a given fileName with path (uses static string)
GetFPS	function	0	0	raylib.h	1097	I int GetFPS(void); // Get current FPS
GetFileExtension	function	1	0	raylib.h	1155	I const char *GetFileExtension(const char *fileName); // Get pointer to extension for a filename string (includes dot: '.png')
GetFileLength	function	1	0	raylib.h	1153	I int GetFileLength(const char *fileName); // Get file length in bytes (NOTE: GetFileSize() conflicts with windows.h)
GetFileModTime	function	1	0	raylib.h	1154	I long GetFileModTime(const char *fileName); // Get file modification time (last write time)
GetFileName	function	1	0	raylib.h	1156	I const char *GetFileName(const char *filePath); // Get pointer to filename for a path string
GetFileNameWithoutExt	function	1	0	raylib.h	1157	I const char *GetFileNameWithoutExt(const char *filePath); // Get filename string without extension (uses static string)
GetFontDefault	function	0	0	raylib.h	1493	I Font GetFontDefault(void); // Get the default Font
GetFrameTime	function	0	0	raylib.h	1095	I float GetFrameTime(void); // Get time in seconds for last frame drawn (delta time)
GetGamepadAxisCount	function	1	0	raylib.h	1218	I int GetGamepadAxisCount(int gamepad); // Get axis count for a gamepad
GetGamepadAxisMovement	function	2	0	raylib.h	1219	I float GetGamepadAxisMovement(int gamepad, int axis); // Get movement value for a gamepad axis
GetGamepadButtonPressed	function	0	0	raylib.h	1217	I int GetGamepadButtonPressed(void); // Get the last gamepad button pressed
GetGamepadName	function	1	0	raylib.h	1212	I const char *GetGamepadName(int gamepad); // Get gamepad internal name id
GetGestureDetected	function	0	0	raylib.h	1251	I int GetGestureDetected(void); // Get latest detected gesture
GetGestureDragAngle	function	0	0	raylib.h	1254	I float GetGestureDragAngle(void); // Get gesture drag angle
GetGestureDragVector	function	0	0	raylib.h	1253	I Vector2 GetGestureDragVector(void); // Get gesture drag vector
GetGestureHoldDuration	function	0	0	raylib.h	1252	I float GetGestureHoldDuration(void); // Get gesture hold time in seconds
GetGesturePinchAngle	function	0	0	raylib.h	1256	I float GetGesturePinchAngle(void); // Get gesture pinch angle
GetGesturePinchVector	function	0	0	raylib.h	1255	I Vector2 GetGesturePinchVector(void); // Get gesture pinch delta
GetGlyphAtlasRec	function	2	0	raylib.h	1520	I Rectangle GetGlyphAtlasRec(Font font, int codepoint); // Get glyph rectangle in font atlas for a codepoint (unicode character), fallback to '?' if not found
GetGlyphIndex	function	2	0	raylib.h	1518	I int GetGlyphIndex(Font font, int codepoint); // Get glyph index position in font for a codepoint (unicode character), fallback to '?' if not found
GetGlyphInfo	function	2	0	raylib.h	1519	I GlyphInfo GetGlyphInfo(Font font, int codepoint); // Get glyph font info data for a codepoint (unicode character), fallback to '?' if not found
GetImageAlphaBorder	function	2	0	raylib.h	1414	I Rectangle GetImageAlphaBorder(Image image, float threshold); // Get image alpha border rectangle
GetImageColor	function	3	0	raylib.h	1415	I Color GetImageColor(Image image, int x, int y); // Get image pixel color at (x, y) position
GetKeyName	function	1	0	raylib.h	1207	I const char *GetKeyName(int key); // Get name of a QWERTY key on the current keyboard layout (eg returns string 'q' for KEY_A on an AZERTY keyboard)
GetKeyPressed	function	0	0	raylib.h	1205	I int GetKeyPressed(void); // Get key pressed (keycode), call it multiple times for keys queued, returns 0 when the queue is empty
GetMasterVolume	function	0	0	raylib.h	1670	I float GetMasterVolume(void); // Get master volume (listener)
GetMeshBoundingBox	function	1	0	raylib.h	1617	I BoundingBox GetMeshBoundingBox(Mesh mesh); // Compute mesh bounding box limits
GetModelBoundingBox	function	1	0	raylib.h	1599	I BoundingBox GetModelBoundingBox(Model model); // Compute model bounding box limits (considers all meshes)
GetMonitorCount	function	0	0	raylib.h	1021	I int GetMonitorCount(void); // Get number of connected monitors
GetMonitorHeight	function	1	0	raylib.h	1025	I int GetMonitorHeight(int monitor); // Get specified monitor height (current video mode used by monitor)
GetMonitorName	function	1	0	raylib.h	1031	I const char *GetMonitorName(int monitor); // Get the human-readable, UTF-8 encoded name of the specified monitor
GetMonitorPhysicalHeight	function	1	0	raylib.h	1027	I int GetMonitorPhysicalHeight(int monitor); // Get specified monitor physical height in millimetres
GetMonitorPhysicalWidth	function	1	0	raylib.h	1026	I int GetMonitorPhysicalWidth(int monitor); // Get specified monitor physical width in millimetres
GetMonitorPosition	function	1	0	raylib.h	1023	I Vector2 GetMonitorPosition(int monitor); // Get specified monitor position
GetMonitorRefreshRate	function	1	0	raylib.h	1028	I int GetMonitorRefreshRate(int monitor); // Get specified monitor refresh rate
GetMonitorWidth	function	1	0	raylib.h	1024	I int GetMonitorWidth(int monitor); // Get specified monitor width (current video mode used by monitor)
GetMouseDelta	function	0	0	raylib.h	1231	I Vector2 GetMouseDelta(void); // Get mouse delta between frames
GetMousePosition	function	0	0	raylib.h	1230	I Vector2 GetMousePosition(void); // Get mouse position XY
GetMouseWheelMove	function	0	0	raylib.h	1235	I float GetMouseWheelMove(void); // Get mouse wheel movement for X or Y, whichever is larger
GetMouseWheelMoveV	function	0	0	raylib.h	1236	I Vector2 GetMouseWheelMoveV(void); // Get mouse wheel movement for both X and Y
GetMouseX	function	0	0	raylib.h	1228	I int GetMouseX(void); // Get mouse position X
GetMouseY	function	0	0	raylib.h	1229	I int GetMouseY(void); // Get mouse position Y
GetMusicTimeLength	function	1	0	raylib.h	1717	I float GetMusicTimeLength(Music music); // Get music time length (in seconds)
GetMusicTimePlayed	function	1	0	raylib.h	1718	I float GetMusicTimePlayed(Music music); // Get current music time played (in seconds)
GetPixelColor	function	2	0	raylib.h	1484	I Color GetPixelColor(const void *srcPtr, int format); // Get Color from a source pixel pointer of certain format
GetPixelDataSize	function	3	0	raylib.h	1486	I int GetPixelDataSize(int width, int height, int format); // Get pixel data size in bytes for certain format
GetPrevDirectoryPath	function	1	0	raylib.h	1159	I const char *GetPrevDirectoryPath(const char *dirPath); // Get previous directory path for a given path (uses static string)
GetRandomValue	function	2	0	raylib.h	1109	I int GetRandomValue(int min, int max); // Get a random value between min and max (both included)
GetRayCollisionBox	function	2	0	raylib.h	1655	I RayCollision GetRayCollisionBox(Ray ray, BoundingBox box); // Get collision info between ray and box
GetRayCollisionMesh	function	3	0	raylib.h	1656	I RayCollision GetRayCollisionMesh(Ray ray, Mesh mesh, Matrix transform); // Get collision info between ray and mesh
GetRayCollisionQuad	function	5	0	raylib.h	1658	I RayCollision GetRayCollisionQuad(Ray ray, Vector3 p1, Vector3 p2, Vector3 p3, Vector3 p4); // Get collision info between ray and quad
GetRayCollisionSphere	function	3	0	raylib.h	1654	I RayCollision GetRayCollisionSphere(Ray ray, Vector3 center, float radius); // Get collision info between ray and sphere
GetRayCollisionTriangle	function	4	0	raylib.h	1657	I RayCollision GetRayCollisionTriangle(Ray ray, Vector3 p1, Vector3 p2, Vector3 p3); // Get collision info between ray and triangle
GetRenderHeight	function	0	0	raylib.h	1020	I int GetRenderHeight(void); // Get current render height (it considers HiDPI)
GetRenderWidth	function	0	0	raylib.h	1019	I int GetRenderWidth(void); // Get current render width (it considers HiDPI)
GetScreenHeight	function	0	0	raylib.h	1018	I int GetScreenHeight(void); // Get current screen height
GetScreenToWorld2D	function	2	0	raylib.h	1089	I Vector2 GetScreenToWorld2D(Vector2 position, Camera2D camera); // Get world space position for a 2d camera screen space position
GetScreenToWorldRay	function	2	0	raylib.h	1084	I Ray GetScreenToWorldRay(Vector2 position, Camera camera); // Get a ray trace from screen position (i.e mouse)
GetScreenToWorldRayEx	function	4	0	raylib.h	1085	I Ray GetScreenToWorldRayEx(Vector2 position, Camera camera, int width, int height); // Get a ray trace from screen position (i.e mouse) in a viewport
GetScreenWidth	function	0	0	raylib.h	1017	I int GetScreenWidth(void); // Get current screen width
GetShaderLocation	function	2	0	raylib.h	1074	I int GetShaderLocation(Shader shader, const char *uniformName); // Get shader uniform location
GetShaderLocationAttrib	function	2	0	raylib.h	1075	I int GetShaderLocationAttrib(Shader shader, const char *attribName); // Get shader attribute location
GetShapesTexture	function	0	0	raylib.h	1271	I Texture2D GetShapesTexture(void); // Get texture that is used for shapes drawing
GetShapesTextureRectangle	function	0	0	raylib.h	1272	I Rectangle GetShapesTextureRectangle(void); // Get texture source rectangle that is used for shapes drawing
GetSplinePointBasis	function	5	0	raylib.h	1331	I Vector2 GetSplinePointBasis(Vector2 p1, Vector2 p2, Vector2 p3, Vector2 p4, float t); // Get (evaluate) spline point: B-Spline
GetSplinePointBezierCubic	function	5	0	raylib.h	1334	I Vector2 GetSplinePointBezierCubic(Vector2 p1, Vector2 c2, Vector2 c3, Vector2 p4, float t); // Get (evaluate) spline point: Cubic Bezier
GetSplinePointBezierQuadratic	function	4	0	raylib.h	1333	I Vector2 GetSplinePointBezierQuadratic(Vector2 p1, Vector2 c2, Vector2 p3, float t); // Get (evaluate) spline point: Quadratic Bezier
GetSplinePointCatmullRom	function	5	0	raylib.h	1332	I Vector2 GetSplinePointCatmullRom(Vector2 p1, Vector2 p2, Vector2 p3, Vector2 p4, float t); // Get (evaluate) spline point: Catmull-Rom
GetSplinePointLinear	function	3	0	raylib.h	1330	I Vector2 GetSplinePointLinear(Vector2 startPos, Vector2 endPos, float t); // Get (evaluate) spline point: Linear
GetTextBetween	function	3	0	raylib.h	1544	I char *GetTextBetween(const char *text, const char *begin, const char *end); // Get text between two strings
GetTime	function	0	0	raylib.h	1096	I double GetTime(void); // Get elapsed time in seconds since InitWindow()
GetTouchPointCount	function	0	0	raylib.h	1244	I int GetTouchPointCount(void); // Get number of touch points
GetTouchPointId	function	1	0	raylib.h	1243	I int GetTouchPointId(int index); // Get touch point identifier for given index
GetTouchPosition	function	1	0	raylib.h	1242	I Vector2 GetTouchPosition(int index); // Get touch position XY for a touch point index (relative to screen size)
GetTouchX	function	0	0	raylib.h	1240	I int GetTouchX(void); // Get touch position X for touch point 0 (relative to screen size)
GetTouchY	function	0	0	raylib.h	1241	I int GetTouchY(void); // Get touch position Y for touch point 0 (relative to screen size)
GetWindowHandle	function	0	0	raylib.h	1016	I void *GetWindowHandle(void); // Get native window handle
GetWindowPosition	function	0	0	raylib.h	1029	I Vector2 GetWindowPosition(void); // Get window position XY on monitor
GetWindowScaleDPI	function	0	0	raylib.h	1030	I Vector2 GetWindowScaleDPI(void); // Get window scale DPI factor
GetWorkingDirectory	function	0	0	raylib.h	1160	I const char *GetWorkingDirectory(void); // Get current working directory (uses static string)
GetWorldToScreen	function	2	0	raylib.h	1086	I Vector2 GetWorldToScreen(Vector3 position, Camera camera); // Get screen space position for a 3d world space position
GetWorldToScreen2D	function	2	0	raylib.h	1088	I Vector2 GetWorldToScreen2D(Vector2 position, Camera2D camera); // Get screen space position for a 2d camera world space position
GetWorldToScreenEx	function	4	0	raylib.h	1087	I Vector2 GetWorldToScreenEx(Vector3 position, Camera camera, int width, int height); // Get sized screen space position for a 3d world space position
GlyphInfo	typedef_struct	-1	0	raylib.h	308	t GlyphInfo {
HideCursor	function	0	0	raylib.h	1040	I void HideCursor(void); // Hide cursor
Image	typedef_struct	-1	0	raylib.h	264	t Image {
ImageAlphaClear	function	3	0	raylib.h	1389	I void ImageAlphaClear(Image *image, Color color, float threshold); // Clear alpha channel to desired color
ImageAlphaCrop	function	2	0	raylib.h	1388	I void ImageAlphaCrop(Image *image, float threshold); // Crop image depending on alpha value
ImageAlphaMask	function	2	0	raylib.h	1390	I void ImageAlphaMask(Image *image, Image alphaMask); // Apply alpha mask to image
ImageAlphaPremultiply	function	1	0	raylib.h	1391	I void ImageAlphaPremultiply(Image *image); // Premultiply alpha channel
ImageBlurGaussian	function	2	0	raylib.h	1392	I void ImageBlurGaussian(Image *image, int blurSize); // Apply Gaussian blur using a box blur approximation
ImageClearBackground	function	2	0	raylib.h	1419	I void ImageClearBackground(Image *dst, Color color); // Clear image background with given color
ImageColorBrightness	function	2	0	raylib.h	1408	I void ImageColorBrightness(Image *image, int brightness); // Modify image color: brightness (-255 to 255)
ImageColorContrast	function	2	0	raylib.h	1407	I void ImageColorContrast(Image *image, int contrast); // Modify image color: contrast (-100 to 100)
ImageColorGrayscale	function	1	0	raylib.h	1406	I void ImageColorGrayscale(Image *image); // Modify image color: grayscale
ImageColorInvert	function	1	0	raylib.h	1405	I void ImageColorInvert(Image *image); // Modify image color: invert
ImageColorReplace	function	3	0	raylib.h	1409	I void ImageColorReplace(Image *image, Color color, Color replace); // Modify image color: replace color
ImageColorTint	function	2	0	raylib.h	1404	I void ImageColorTint(Image *image, Color color); // Modify image color: tint
ImageCopy	function	1	0	raylib.h	1380	I Image ImageCopy(Image image); // Create an image duplicate (useful for transformations)
ImageCrop	function	2	0	raylib.h	1387	I void ImageCrop(Image *image, Rectangle crop); // Crop an image to a defined rectangle
ImageDither	function	5	0	raylib.h	1398	I void ImageDither(Image *image, int rBpp, int gBpp, int bBpp, int aBpp); // Dither image data to 16bpp or lower (Floyd-Steinberg dithering)
ImageDraw	function	5	0	raylib.h	1439	I void ImageDraw(Image *dst, Image src, Rectangle srcRec, Rectangle dstRec, Color tint); // Draw a source image within a destination image (tint applied to source)
ImageDrawCircle	function	5	0	raylib.h	1425	I void ImageDrawCircle(Image *dst, int centerX, int centerY, int radius, Color color); // Draw a filled circle within an image
ImageDrawCircleLines	function	5	0	raylib.h	1427	I void ImageDrawCircleLines(Image *dst, int centerX, int centerY, int radius, Color color); // Draw circle outline within an image
ImageDrawCircleLinesV	function	4	0	raylib.h	1428	I void ImageDrawCircleLinesV(Image *dst, Vector2 center, int radius, Color color); // Draw circle outline within an image (Vector version)
ImageDrawCircleV	function	4	0	raylib.h	1426	I void ImageDrawCircleV(Image *dst, Vector2 center, int radius, Color color); // Draw a filled circle within an image (Vector version)
ImageDrawLine	function	6	0	raylib.h	1422	I void ImageDrawLine(Image *dst, int startPosX, int startPosY, int endPosX, int endPosY, Color color); // Draw line within an image
ImageDrawLineEx	function	5	0	raylib.h	1424	I void ImageDrawLineEx(Image *dst, Vector2 start, Vector2 end, int thick, Color color); // Draw a line defining thickness within an image
ImageDrawLineV	function	4	0	raylib.h	1423	I void ImageDrawLineV(Image *dst, Vector2 start, Vector2 end, Color color); // Draw line within an image (Vector version)
ImageDrawPixel	function	4	0	raylib.h	1420	I void ImageDrawPixel(Image *dst, int posX, int posY, Color color); // Draw pixel within an image
ImageDrawPixelV	function	3	0	raylib.h	1421	I void ImageDrawPixelV(Image *dst, Vector2 position, Color color); // Draw pixel within an image (Vector version)
ImageDrawRectangle	function	6	0	raylib.h	1429	I void ImageDrawRectangle(Image *dst, int posX, int posY, int width, int height, Color color); // Draw rectangle within an image
ImageDrawRectangleLines	function	6	0	raylib.h	1432	I void ImageDrawRectangleLines(Image *dst, int posX, int posY, int width, int height, Color color); // Draw rectangle lines within an image
ImageDrawRectangleLinesEx	function	4	0	raylib.h	1433	I void ImageDrawRectangleLinesEx(Image *dst, Rectangle rec, int thick, Color color); // Draw rectangle lines within an image with extended parameters
ImageDrawRectangleRec	function	3	0	raylib.h	1431	I void ImageDrawRectangleRec(Image *dst, Rectangle rec, Color color); // Draw rectangle within an image
ImageDrawRectangleV	function	4	0	raylib.h	1430	I void ImageDrawRectangleV(Image *dst, Vector2 position, Vector2 size, Color color); // Draw rectangle within an image (Vector version)
ImageDrawText	function	6	0	raylib.h	1440	I void ImageDrawText(Image *dst, const char *text, int posX, int posY, int fontSize, Color color); // Draw text (using default font) within an image (destination)
ImageDrawTextEx	function	7	0	raylib.h	1441	I void ImageDrawTextEx(Image *dst, Font font, const char *text, Vector2 position, float fontSize, float spacing, Color tint); // Draw text (custom sprite font) within an image (destination)
ImageDrawTriangle	function	5	0	raylib.h	1434	I void ImageDrawTriangle(Image *dst, Vector2 v1, Vector2 v2, Vector2 v3, Color color); // Draw triangle within an image
ImageDrawTriangleFan	function	4	0	raylib.h	1437	I void ImageDrawTriangleFan(Image *dst, const Vector2 *points, int pointCount, Color color); // Draw a triangle fan defined by points within an image (first vertex is the center)
ImageDrawTriangleGradient	function	7	0	raylib.h	1435	I void ImageDrawTriangleGradient(Image *dst, Vector2 v1, Vector2 v2, Vector2 v3, Color c1, Color c2, Color c3); // Draw triangle with interpolated colors within an image
ImageDrawTriangleLines	function	5	0	raylib.h	1436	I void ImageDrawTriangleLines(Image *dst, Vector2 v1, Vector2 v2, Vector2 v3, Color color); // Draw triangle outline within an image
ImageDrawTriangleStrip	function	4	0	raylib.h	1438	I void ImageDrawTriangleStrip(Image *dst, const Vector2 *points, int pointCount, Color color); // Draw a triangle strip defined by points within an image
ImageFlipHorizontal	function	1	0	raylib.h	1400	I void ImageFlipHorizontal(Image *image); // Flip image horizontally
ImageFlipVertical	function	1	0	raylib.h	1399	I void ImageFlipVertical(Image *image); // Flip image vertically
ImageFormat	function	2	0	raylib.h	1385	I void ImageFormat(Image *image, int newFormat); // Convert image data to desired format
ImageFromChannel	function	2	0	raylib.h	1382	I Image ImageFromChannel(Image image, int selectedChannel); // Create an image from a selected channel of another image (GRAYSCALE)
ImageFromImage	function	2	0	raylib.h	1381	I Image ImageFromImage(Image image, Rectangle rec); // Create an image from another image piece
ImageKernelConvolution	function	3	0	raylib.h	1393	I void ImageKernelConvolution(Image *image, const float *kernel, int kernelSize); // Apply custom square convolution kernel to image
ImageMipmaps	function	1	0	raylib.h	1397	I void ImageMipmaps(Image *image); // Compute all mipmap levels for a provided image
ImageResize	function	3	0	raylib.h	1394	I void ImageResize(Image *image, int newWidth, int newHeight); // Resize image (Bicubic scaling algorithm)
ImageResizeCanvas	function	6	0	raylib.h	1396	I void ImageResizeCanvas(Image *image, int newWidth, int newHeight, int offsetX, int offsetY, Color fill); // Resize canvas and fill with color
ImageResizeNN	function	3	0	raylib.h	1395	I void ImageResizeNN(Image *image, int newWidth, int newHeight); // Resize image (Nearest-Neighbor scaling algorithm)
ImageRotate	function	2	0	raylib.h	1401	I void ImageRotate(Image *image, int degrees); // Rotate image by input angle in degrees (-359 to 359)
ImageRotateCCW	function	1	0	raylib.h	1403	I void ImageRotateCCW(Image *image); // Rotate image counter-clockwise 90deg
ImageRotateCW	function	1	0	raylib.h	1402	I void ImageRotateCW(Image *image); // Rotate image clockwise 90deg
ImageText	function	3	0	raylib.h	1383	I Image ImageText(const char *text, int fontSize, Color color); // Create an image from text (default font)
ImageTextEx	function	5	0	raylib.h	1384	I Image ImageTextEx(Font font, const char *text, float fontSize, float spacing, Color tint); // Create an image from text (custom sprite font)
ImageToPOT	function	2	0	raylib.h	1386	I void ImageToPOT(Image *image, Color fill); // Convert image to POT (power-of-two)
InitAudioDevice	function	0	0	raylib.h	1666	I void InitAudioDevice(void); // Initialize audio device and context
InitWindow	function	3	0	raylib.h	988	I void InitWindow(int width, int height, const char *title); // Initialize window and OpenGL context
IsAudioDeviceReady	function	0	0	raylib.h	1668	I bool IsAudioDeviceReady(void); // Check if audio device has been initialized successfully
IsAudioStreamPlaying	function	1	0	raylib.h	1729	I bool IsAudioStreamPlaying(AudioStream stream); // Check if audio stream is playing
IsAudioStreamProcessed	function	1	0	raylib.h	1725	I bool IsAudioStreamProcessed(AudioStream stream); // Check if any audio stream buffers requires refill
IsAudioStreamValid	function	1	0	raylib.h	1722	I bool IsAudioStreamValid(AudioStream stream); // Check if an audio stream is valid (buffers initialized)
IsCursorHidden	function	0	0	raylib.h	1041	I bool IsCursorHidden(void); // Check if cursor is not visible
IsCursorOnScreen	function	0	0	raylib.h	1044	I bool IsCursorOnScreen(void); // Check if cursor is on the screen
IsFileDropped	function	0	0	raylib.h	1169	I bool IsFileDropped(void); // Check if file has been dropped into window
IsFileExtension	function	2	0	raylib.h	1152	I bool IsFileExtension(const char *fileName, const char *ext); // Check file extension (recommended include point: .png, .wav)
IsFileNameValid	function	1	0	raylib.h	1165	I bool IsFileNameValid(const char *fileName); // Check if fileName is valid for the platform/OS
IsFontValid	function	1	0	raylib.h	1498	I bool IsFontValid(Font font); // Check if font is valid (font data loaded, WARNING: GPU texture not checked)
IsGamepadAvailable	function	1	0	raylib.h	1211	I bool IsGamepadAvailable(int gamepad); // Check if gamepad is available
IsGamepadButtonDown	function	2	0	raylib.h	1214	I bool IsGamepadButtonDown(int gamepad, int button); // Check if gamepad button is being pressed
IsGamepadButtonPressed	function	2	0	raylib.h	1213	I bool IsGamepadButtonPressed(int gamepad, int button); // Check if gamepad button has been pressed once
IsGamepadButtonReleased	function	2	0	raylib.h	1215	I bool IsGamepadButtonReleased(int gamepad, int button); // Check if gamepad button has been released once
IsGamepadButtonUp	function	2	0	raylib.h	1216	I bool IsGamepadButtonUp(int gamepad, int button); // Check if gamepad button is NOT being pressed
IsGestureDetected	function	1	0	raylib.h	1250	I bool IsGestureDetected(unsigned int gesture); // Check if gesture has been detected
IsImageValid	function	1	0	raylib.h	1362	I bool IsImageValid(Image image); // Check if an image is valid (data and parameters)
IsKeyDown	function	1	0	raylib.h	1202	I bool IsKeyDown(int key); // Check if key is being pressed
IsKeyPressed	function	1	0	raylib.h	1200	I bool IsKeyPressed(int key); // Check if key has been pressed once
IsKeyPressedRepeat	function	1	0	raylib.h	1201	I bool IsKeyPressedRepeat(int key); // Check if key has been pressed again
